t,component-1,component-2,sos
0.1,0.0,0.0,0.0
0.15991983967935872,1.9868030134268214e-07,1.8175397631543932e-07,3.8043427765812187e-07
0.21983967935871745,6.979200615632171e-07,6.383922921560203e-07,1.3363123537192416e-06
0.27975951903807617,1.3763330531510683e-06,1.2587541370841643e-06,2.635087190235239e-06
0.3396793587174349,2.1406391912412e-06,1.9573912144034653e-06,4.09803040564466e-06
0.3995991983967936,2.921409189595615e-06,2.670692780648339e-06,5.592101970243941e-06
0.45951903807615235,3.669174568608051e-06,3.3533411798197256e-06,7.022515748427774e-06
0.519438877755511,4.350903016429747e-06,3.9750978723206614e-06,8.326000888750424e-06
0.5793587174348698,4.946839099545559e-06,4.517919958887513e-06,9.464759058433077e-06
0.6392785571142284,5.447710327146197e-06,4.973407199342171e-06,1.0421117526488437e-05
0.6991983967935872,5.852298566015573e-06,5.34057952610064e-06,1.1192878092116218e-05
0.7591182364729459,6.165376807349043e-06,5.6239850525870475e-06,1.1789361859936032e-05
0.8190380761523046,6.396011285590507e-06,5.832138576432245e-06,1.2228149862022687e-05
0.8789579158316633,6.556228948788825e-06,5.9762905775254915e-06,1.2532519526314379e-05
0.938877755511022,6.660050280602629e-06,6.069526710922929e-06,1.272957699152556e-05
0.9987975951903807,6.722887474163164e-06,6.12619779456085e-06,1.2849085268724044e-05
1.0587174348697395,0.0777350041248128,0.08275659915218903,0.16049160327700263
1.1186372745490982,0.14962680702258743,0.15338607979320715,0.3030128868157937
1.178557114228457,0.2072487487640076,0.17433559431605689,0.3815843430800635
1.2384769539078158,0.26165085449759024,0.22813003389561753,0.4897808883932081
1.2983967935871745,0.3227089032663452,0.2884072402845416,0.6111161435508848
1.358316633266533,0.38027875550163626,0.3472635893789073,0.7275423448805413
1.4182364729458918,0.43059018571264135,0.3981670169874004,0.8287572027000415
1.4781563126252506,0.470196878538024,0.4368816859492156,0.9070785644872429
1.5380761523046094,0.4982662272043306,0.46349147980502386,0.9617577070093523
1.5979959919839681,0.5165859610807192,0.4804600089832562,0.9970459700639738
1.6579158316633267,0.5278453953252837,0.4907040060278281,1.0185494013531056
1.7178356713426854,0.5344758537398133,0.4966486135175445,1.0311244672573583
1.7777555110220442,0.5382646535074894,0.5000022245405121,1.0382668780480027
1.837675350701403,0.5403848240168752,0.501856076109241,1.0422409001261146
1.8975951903807615,0.5415546059062186,0.5028667139992469,1.0444213199054717
1.9575150300601203,0.5421943948352342,0.5034129543094296,1.045607349144664
2.017434869739479,0.5010829064333686,0.4651770220931959,0.9662599285265573
2.0773547094188376,0.27771081754363497,0.23551419274097637,0.5132250102846119
2.1372745490981964,0.26274409774198987,0.22036395107356446,0.48310804881555314
2.197194388777555,0.31110833014916583,0.2424139208893926,0.5535222510385595
2.257114228456914,0.36670022407892694,0.2583066866803678,0.6250069107592904
2.3170340681362727,0.43170683731413156,0.30322309676783266,0.7349299340819636
